1,0.153
2,0.301
3,0.09
4,0.123
5,0.033
6,0.086
7,0.03
8,0.097
9,0.129
10,0.101
11,0.432
12,0.245
13,0.124
14,0.13
15,0.08
16,0.378
17,0.371
18,0.286
19,0.233
20,0.142
